Cluster,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
0,0.5237924865831842,0.15742397137745975,0.3155635062611807,33.03434704830054,1.0,0.6329159212880143,1.0,0.4479427549194991,66.98175313059033,0.25688729874776384
1,0.5146627565982405,0.15249266862170088,0.3020527859237537,31.737536656891496,0.0,0.3812316715542522,0.4413489736070381,0.7111436950146628,42.01759530791789,0.24926686217008798
2,0.4879416713404375,0.16769489624228828,0.2865956253505328,31.972518227706114,1.0,0.2641615255187886,0.0,0.8766124509254066,67.36567582725743,0.2750981491867639
